1669995160669	>>>	T|ADC|SOL,40,25,101,47|ANG,195|MAG,1,1,1,1|WHL,0|MPU,ACC,-58.72,1.71,943.24|MPU,GYR,-0.05,0.00,0.13|MPU,MAG,10089.45,2694.87,-125.00
1669995161363	<<<	[C|ADC|T]
1669995161413	>>>	T|ADC|SOL,43,23,101,44|ANG,193|MAG,1,1,1,1|WHL,0|MPU,ACC,-61.71,0.92,938.90|MPU,GYR,0.00,-0.06,0.09|MPU,MAG,-470.00,27484.88,-125.00
1669995161775	>>>	T|ADC|SOL,42,26,105,49|ANG,195|MAG,1,1,1,1|WHL,0|MPU,ACC,-59.88,2.20,940.86|MPU,GYR,0.01,-0.02,0.14|MPU,MAG,-470.00,-120.00,6284.89
1669995162887	>>>	T|ADC|SOL,40,24,96,44|ANG,194|MAG,1,1,1,1|WHL,0|MPU,ACC,-59.39,0.85,939.15|MPU,GYR,0.02,-0.01,0.18|MPU,MAG,-470.00,6295.16,-125.00
1669995163999	>>>	T|ADC|SOL,40,24,102,44|ANG,194|MAG,1,1,1,1|WHL,0|MPU,ACC,-59.39,0.98,940.00|MPU,GYR,0.04,-0.05,0.19|MPU,MAG,-13525.18,-28795.82,-2149.18
1669995165108	>>>	T|ADC|SOL,44,25,104,49|ANG,195|MAG,1,1,1,1|WHL,0|MPU,ACC,-60.24,1.53,940.43|MPU,GYR,-0.02,-0.09,0.18|MPU,MAG,3560.36,-167.44,-127.64
1669995166219	>>>	T|ADC|SOL,40,26,102,43|ANG,195|MAG,1,1,1,1|WHL,0|MPU,ACC,-57.68,2.87,945.13|MPU,GYR,-0.15,-0.05,0.15|MPU,MAG,-21867.79,-120.00,-1992.35
1669995166368	<<<	[C|ADC|T]
1669995166422	>>>	T|ADC|SOL,40,26,104,45|ANG,192|MAG,1,1,1,1|WHL,0|MPU,ACC,-61.52,0.92,936.83|MPU,GYR,0.02,-0.05,0.16|MPU,MAG,-470.00,18888.28,-125.00
1669995167333	>>>	T|ADC|SOL,40,25,107,44|ANG,194|MAG,1,1,1,1|WHL,0|MPU,ACC,-59.69,-1.04,939.70|MPU,GYR,0.00,-0.05,0.15|MPU,MAG,-19569.97,-63.77,-2149.18
1669995168442	>>>	T|ADC|SOL,47,23,36,48|ANG,302|MAG,1,1,1,1|WHL,0|MPU,ACC,-60.49,5.80,935.42|MPU,GYR,-0.04,-0.08,0.06|MPU,MAG,3560.36,-167.44,-131.59
1669995169180	<<<	[C|ADC|REACT|-|5]
1669995171372	<<<	[C|ADC|T]
1669995171762	>>>	T|ADC|SOL,40,26,112,47|ANG,191|MAG,1,1,1,1|WHL,-5|MPU,ACC,-59.27,1.83,937.74|MPU,GYR,0.02,-0.09,0.11|MPU,MAG,-12566.33,-28908.28,-2149.18
1669995172861	>>>	T|ADC|SOL,39,28,112,45|ANG,197|MAG,1,1,1,1|WHL,-5|MPU,ACC,-58.84,0.55,935.79|MPU,GYR,0.03,0.05,0.18|MPU,MAG,3560.36,57.47,-119.73
1669995173973	>>>	T|ADC|SOL,40,27,110,43|ANG,195|MAG,1,1,1,1|WHL,-5|MPU,ACC,-61.77,0.61,938.17|MPU,GYR,0.08,-0.08,0.11|MPU,MAG,3560.36,57.47,-449.18
1669995175080	>>>	T|ADC|SOL,43,27,108,44|ANG,192|MAG,1,1,1,1|WHL,-5|MPU,ACC,-57.68,2.87,939.51|MPU,GYR,0.03,-0.08,0.20|MPU,MAG,3560.36,57.47,-457.09
1669995176197	>>>	T|ADC|SOL,42,28,105,48|ANG,194|MAG,1,1,1,1|WHL,-5|MPU,ACC,-62.50,0.24,936.52|MPU,GYR,-0.10,-0.05,0.21|MPU,MAG,-12566.33,-120.00,-1992.35
1669995176364	<<<	[C|ADC|T]
1669995176421	>>>	T|ADC|SOL,39,25,108,48|ANG,198|MAG,1,1,1,1|WHL,-5|MPU,ACC,-60.49,-1.46,941.28|MPU,GYR,-0.02,-0.13,0.11|MPU,MAG,-24176.10,62.74,-2149.18
1669995177306	>>>	T|ADC|SOL,41,27,108,42|ANG,193|MAG,1,1,1,1|WHL,-5|MPU,ACC,-59.27,1.53,939.45|MPU,GYR,0.00,0.01,0.14|MPU,MAG,-21777.82,-120.00,-2149.18
1669995178383	<<<	[C|ADC|REACT|+|20]
1669995178447	>>>	T|ADC|SOL,44,26,105,50|ANG,195|MAG,1,1,1,1|WHL,-5|MPU,ACC,-60.67,3.11,938.42|MPU,GYR,-0.05,0.06,0.19|MPU,MAG,-6424.83,-120.00,-2149.18
1669995179527	>>>	T|ADC|SOL,41,25,108,45|ANG,195|MAG,1,1,1,1|WHL,20|MPU,ACC,-61.71,50.66,925.29|MPU,GYR,1.00,0.48,-0.65|MPU,MAG,-470.00,-120.00,-37823.96
1669995180632	>>>	T|ADC|SOL,40,26,112,46|ANG,201|MAG,1,1,1,1|WHL,20|MPU,ACC,-11.60,28.02,935.97|MPU,GYR,-1.64,-1.29,2.24|MPU,MAG,3560.36,-167.44,-408.33
1669995180925	<<<	[C|ADC|REACT|+|0]
1669995181362	<<<	[C|ADC|T]
1669995181746	>>>	T|ADC|SOL,40,26,115,47|ANG,190|MAG,1,1,1,1|WHL,0|MPU,ACC,-42.36,26.06,982.06|MPU,GYR,-1.91,-0.29,-0.24|MPU,MAG,-11219.87,19222.13,-2149.18
1669995182853	>>>	T|ADC|SOL,46,26,113,49|ANG,200|MAG,1,1,1,1|WHL,0|MPU,ACC,-40.83,-15.01,1023.13|MPU,GYR,2.31,-1.79,0.33|MPU,MAG,3560.36,282.38,-400.42
1669995183966	>>>	T|ADC|SOL,47,23,113,42|ANG,194|MAG,1,1,1,1|WHL,0|MPU,ACC,-62.44,5.13,944.76|MPU,GYR,0.02,-0.02,0.22|MPU,MAG,-21009.39,-120.00,-2149.18
1669995185074	>>>	T|ADC|SOL,44,26,117,50|ANG,189|MAG,1,1,1,1|WHL,0|MPU,ACC,-59.69,15.69,932.31|MPU,GYR,-0.02,-0.11,0.18|MPU,MAG,3560.36,-167.44,-127.64
1669995185807	<<<	[C|ADC|REACT|+|30]
1669995186362	<<<	[C|ADC|T]
